Date,Stock,Price
2015-07-06,GOOGL,545.619995
2015-07-06,FB,87.550003
2015-07-06,MSFT,44.389999
2015-07-07,GOOGL,550.030029
2015-07-07,AMZN,436.720001
2015-07-07,FB,87.220001
2015-07-07,MSFT,44.299999
2015-07-07,AAPL,125.690002
2015-07-08,AAPL,122.57
2015-07-08,GOOGL,541.700012
2015-07-08,FB,85.650002
2015-07-08,MSFT,44.240002
2015-07-08,AMZN,429.700012
2015-07-09,GOOGL,544.650024
2015-07-09,FB,85.879997
2015-07-09,AMZN,434.39001500000006
2015-07-09,AAPL,120.07
2015-07-09,MSFT,44.52
2015-07-10,MSFT,44.610001
2015-07-10,FB,87.949997
2015-07-10,AAPL,123.279999
2015-07-10,GOOGL,556.1099849999998
2015-07-10,AMZN,443.51001
2015-07-13,FB,90.099998
2015-07-13,AAPL,125.660004
2015-07-13,GOOGL,571.72998
2015-07-13,MSFT,45.540001
2015-07-13,AMZN,455.570007
2015-07-14,FB,89.68
2015-07-14,MSFT,45.619999
2015-07-14,GOOGL,584.179993
2015-07-14,AAPL,125.610001
2015-07-14,AMZN,465.570007
2015-07-15,AAPL,126.82
2015-07-15,MSFT,45.759998
2015-07-15,GOOGL,583.960022
2015-07-15,FB,89.760002
2015-07-15,AMZN,461.190002
2015-07-16,MSFT,46.66
2015-07-16,FB,90.849998
2015-07-16,GOOGL,601.780029
2015-07-16,AMZN,475.4800110000001
2015-07-16,AAPL,128.509995
2015-07-17,AMZN,483.01001
2015-07-17,GOOGL,699.619995
2015-07-17,FB,94.970001
2015-07-17,MSFT,46.619999
2015-07-17,AAPL,129.619995
2015-07-20,MSFT,46.919998
2015-07-20,AMZN,488.100006
2015-07-20,FB,97.910004
2015-07-20,AAPL,132.070007
2015-07-20,GOOGL,692.840027
2015-07-21,GOOGL,695.349976
2015-07-21,AMZN,488.0
2015-07-21,AAPL,130.75
2015-07-21,FB,98.389999
2015-07-21,MSFT,47.279999
2015-07-22,GOOGL,695.099976
2015-07-22,AMZN,488.269989
2015-07-22,FB,97.040001
2015-07-22,MSFT,45.540001
2015-07-22,AAPL,125.220001
2015-07-23,AAPL,125.160004
2015-07-23,GOOGL,674.72998
2015-07-23,AMZN,482.179993
2015-07-23,FB,95.440002
2015-07-23,MSFT,46.110001
2015-07-24,FB,96.949997
2015-07-24,MSFT,45.939999
2015-07-24,AAPL,124.5
2015-07-24,AMZN,529.419983
2015-07-24,GOOGL,654.77002
2015-07-27,AAPL,122.769997
2015-07-27,GOOGL,658.27002
2015-07-27,FB,94.169998
2015-07-27,AMZN,531.409973
2015-07-27,MSFT,45.349998
2015-07-28,FB,95.290001
2015-07-28,AAPL,123.379997
2015-07-28,GOOGL,659.659973
2015-07-28,MSFT,45.34
2015-07-28,AMZN,526.030029
2015-07-29,AMZN,529.0
2015-07-29,FB,96.989998
2015-07-29,AAPL,122.989998
2015-07-29,MSFT,46.290001
2015-07-29,GOOGL,661.429993
2015-07-30,GOOGL,664.5599980000002
2015-07-30,AMZN,536.76001
2015-07-30,FB,95.209999
2015-07-30,AAPL,122.370003
2015-07-30,MSFT,46.880001
2015-07-31,FB,94.010002
2015-07-31,GOOGL,657.5
2015-07-31,AAPL,121.300003
2015-07-31,MSFT,46.700001
2015-07-31,AMZN,536.150024
2015-08-03,AMZN,535.030029
2015-08-03,MSFT,46.810001
2015-08-03,FB,94.139999
2015-08-03,AAPL,118.440002
2015-08-03,GOOGL,664.719971
2015-08-04,AMZN,531.900024
2015-08-04,MSFT,47.540001
2015-08-04,GOOGL,661.280029
2015-08-04,FB,94.059998
2015-08-04,AAPL,114.639999
2015-08-05,GOOGL,673.289978
2015-08-05,FB,96.440002
2015-08-05,AAPL,115.400002
2015-08-05,AMZN,537.01001
2015-08-05,MSFT,47.580002
2015-08-06,FB,95.120003
2015-08-06,GOOGL,670.150024
2015-08-06,AAPL,115.129997
2015-08-06,AMZN,529.460022
2015-08-06,MSFT,46.619999
2015-08-07,FB,94.300003
2015-08-07,MSFT,46.740002
2015-08-07,AMZN,522.619995
2015-08-07,GOOGL,664.3900150000002
2015-08-07,AAPL,115.519997
2015-08-10,FB,94.150002
2015-08-10,AMZN,524.0
2015-08-10,AAPL,119.720001
2015-08-10,MSFT,47.330002
2015-08-10,GOOGL,663.1400150000002
2015-08-11,FB,93.620003
2015-08-11,AMZN,527.460022
2015-08-11,AAPL,113.489998
2015-08-11,GOOGL,690.299988
2015-08-11,MSFT,46.41
2015-08-12,AAPL,115.239998
2015-08-12,GOOGL,691.469971
2015-08-12,MSFT,46.740002
2015-08-12,FB,94.190002
2015-08-12,AMZN,525.909973
2015-08-13,GOOGL,686.51001
2015-08-13,FB,93.43
2015-08-13,AMZN,529.659973
2015-08-13,AAPL,115.150002
2015-08-13,MSFT,46.73
2015-08-14,GOOGL,689.369995
2015-08-14,AMZN,531.52002
2015-08-14,AAPL,115.959999
2015-08-14,MSFT,47.0
2015-08-14,FB,94.419998
2015-08-17,GOOGL,694.1099849999998
2015-08-17,MSFT,47.32
2015-08-17,AMZN,535.219971
2015-08-17,FB,93.93
2015-08-17,AAPL,117.160004
2015-08-18,AMZN,535.02002
2015-08-18,FB,95.169998
2015-08-18,MSFT,47.27
2015-08-18,AAPL,116.5
2015-08-18,GOOGL,688.72998
2015-08-19,AAPL,115.010002
2015-08-19,GOOGL,694.039978
2015-08-19,AMZN,532.919983
2015-08-19,MSFT,46.610001
2015-08-19,FB,95.309998
2015-08-20,MSFT,45.66
2015-08-20,AAPL,112.650002
2015-08-20,GOOGL,679.47998
2015-08-20,FB,90.559998
2015-08-20,AMZN,515.780029
2015-08-21,FB,86.059998
2015-08-21,GOOGL,644.030029
2015-08-21,AAPL,105.760002
2015-08-21,MSFT,43.07
2015-08-21,AMZN,494.470001
2015-08-24,FB,82.089996
2015-08-24,MSFT,41.68
2015-08-24,AAPL,103.120003
2015-08-24,GOOGL,618.1099849999998
2015-08-24,AMZN,463.369995
2015-08-25,AMZN,466.369995
2015-08-25,MSFT,40.470001
2015-08-25,FB,83.0
2015-08-25,AAPL,103.739998
2015-08-25,GOOGL,612.469971
2015-08-26,AAPL,109.690002
2015-08-26,AMZN,500.769989
2015-08-26,FB,87.190002
2015-08-26,GOOGL,659.73999
2015-08-26,MSFT,42.709999
2015-08-27,GOOGL,667.960022
2015-08-27,AAPL,112.919998
2015-08-27,AMZN,518.369995
2015-08-27,MSFT,43.900002
2015-08-27,FB,89.730003
2015-08-28,FB,91.010002
2015-08-28,AAPL,113.290001
2015-08-28,GOOGL,659.6900019999998
2015-08-28,MSFT,43.93
2015-08-28,AMZN,518.01001
2015-08-31,MSFT,43.52
2015-08-31,FB,89.43
2015-08-31,GOOGL,647.820007
2015-08-31,AMZN,512.8900150000002
2015-08-31,AAPL,112.760002
2015-09-01,MSFT,41.82
2015-09-01,AAPL,107.720001
2015-09-01,AMZN,496.540009
2015-09-01,GOOGL,629.5599980000002
2015-09-01,FB,87.230003
2015-09-02,AAPL,112.339996
2015-09-02,FB,89.889999
2015-09-02,AMZN,510.549988
2015-09-02,GOOGL,644.909973
2015-09-02,MSFT,43.360001
2015-09-03,FB,88.150002
2015-09-03,AAPL,110.370003
2015-09-03,AMZN,504.720001
2015-09-03,GOOGL,637.049988
2015-09-03,MSFT,43.5
2015-09-04,GOOGL,628.960022
2015-09-04,FB,88.260002
2015-09-04,AAPL,109.269997
2015-09-04,AMZN,499.0
2015-09-04,MSFT,42.610001
2015-09-08,AMZN,517.539978
2015-09-08,GOOGL,643.880005
2015-09-08,FB,89.529999
2015-09-08,MSFT,43.889999
2015-09-08,AAPL,112.309998
2015-09-09,AAPL,110.150002
2015-09-09,MSFT,43.07
2015-09-09,FB,90.440002
2015-09-09,AMZN,516.8900150000002
2015-09-09,GOOGL,643.409973
2015-09-10,GOOGL,651.080017
2015-09-10,MSFT,43.290001
2015-09-10,AMZN,522.23999
2015-09-10,FB,91.980003
2015-09-10,AAPL,112.57
2015-09-11,FB,92.050003
2015-09-11,AMZN,529.4400019999998
2015-09-11,AAPL,114.209999
2015-09-11,MSFT,43.48
2015-09-11,GOOGL,655.299988
2015-09-14,AAPL,115.309998
2015-09-14,FB,92.309998
2015-09-14,GOOGL,652.469971
2015-09-14,AMZN,521.380005
2015-09-14,MSFT,43.040001
2015-09-15,GOOGL,665.070007
2015-09-15,AAPL,116.279999
2015-09-15,AMZN,522.369995
2015-09-15,FB,92.900002
2015-09-15,MSFT,43.98
2015-09-16,AAPL,116.410004
2015-09-16,FB,93.449997
2015-09-16,MSFT,44.299999
2015-09-16,AMZN,527.3900150000002
2015-09-16,GOOGL,665.52002
2015-09-17,FB,94.339996
2015-09-17,GOOGL,671.669983
2015-09-17,AAPL,113.919998
2015-09-17,AMZN,538.869995
2015-09-17,MSFT,44.25
2015-09-18,AAPL,113.449997
2015-09-18,GOOGL,660.919983
2015-09-18,MSFT,43.48
2015-09-18,FB,94.400002
2015-09-18,AMZN,540.26001
2015-09-21,AAPL,115.209999
2015-09-21,AMZN,548.3900150000002
2015-09-21,MSFT,44.110001
2015-09-21,GOOGL,666.97998
2015-09-21,FB,95.550003
2015-09-22,AMZN,538.400024
2015-09-22,MSFT,43.900002
2015-09-22,FB,92.959999
2015-09-22,AAPL,113.400002
2015-09-22,GOOGL,653.200012
2015-09-23,GOOGL,653.289978
2015-09-23,MSFT,43.869999
2015-09-23,AAPL,114.32
2015-09-23,AMZN,536.070007
2015-09-23,FB,93.970001
2015-09-24,MSFT,43.91
2015-09-24,GOOGL,654.909973
2015-09-24,FB,94.410004
2015-09-24,AMZN,533.75
2015-09-24,AAPL,115.0
2015-09-25,AMZN,524.25
2015-09-25,AAPL,114.709999
2015-09-25,MSFT,43.939999
2015-09-25,GOOGL,640.150024
2015-09-25,FB,92.769997
2015-09-28,FB,89.209999
2015-09-28,AAPL,112.440002
2015-09-28,MSFT,43.290001
2015-09-28,GOOGL,624.25
2015-09-28,AMZN,504.05999800000006
2015-09-29,MSFT,43.439999
2015-09-29,AAPL,109.059998
2015-09-29,GOOGL,622.6099849999998
2015-09-29,AMZN,496.070007
2015-09-29,FB,86.66999799999998
2015-09-30,AMZN,511.89001500000006
2015-09-30,MSFT,44.259998
2015-09-30,FB,89.900002
2015-09-30,GOOGL,638.369995
2015-09-30,AAPL,110.300003
2015-10-01,FB,90.949997
2015-10-01,AAPL,109.580002
2015-10-01,GOOGL,642.0
2015-10-01,AMZN,520.719971
2015-10-01,MSFT,44.610001
2015-10-02,GOOGL,656.98999
2015-10-02,FB,92.07
2015-10-02,AAPL,110.379997
2015-10-02,AMZN,532.539978
2015-10-02,MSFT,45.57
2015-10-05,MSFT,46.630001
2015-10-05,AMZN,543.679993
2015-10-05,AAPL,110.779999
2015-10-05,FB,94.010002
2015-10-05,GOOGL,671.679993
2015-10-06,AMZN,537.47998
2015-10-06,FB,92.800003
2015-10-06,MSFT,46.75
2015-10-06,GOOGL,671.6400150000002
2015-10-06,AAPL,111.309998
2015-10-07,AAPL,110.779999
2015-10-07,GOOGL,670.0
2015-10-07,FB,92.400002
2015-10-07,AMZN,541.9400019999998
2015-10-07,MSFT,46.799999
2015-10-08,AMZN,533.159973
2015-10-08,AAPL,109.5
2015-10-08,MSFT,47.450001
2015-10-08,GOOGL,667.0
2015-10-08,FB,92.470001
2015-10-09,AAPL,112.120003
2015-10-09,MSFT,47.110001
2015-10-09,FB,93.239998
2015-10-09,GOOGL,671.23999
2015-10-09,AMZN,539.799988
2015-10-12,MSFT,47.0
2015-10-12,GOOGL,676.429993
2015-10-12,AAPL,111.599998
2015-10-12,FB,94.260002
2015-10-12,AMZN,550.1900019999998
2015-10-13,GOOGL,683.169983
2015-10-13,AMZN,548.900024
2015-10-13,MSFT,46.889999
2015-10-13,FB,94.120003
2015-10-13,AAPL,111.790001
2015-10-14,AAPL,110.209999
2015-10-14,GOOGL,680.409973
2015-10-14,AMZN,544.830017
2015-10-14,MSFT,46.68
2015-10-14,FB,94.07
2015-10-15,AAPL,111.860001
2015-10-15,FB,95.959999
2015-10-15,AMZN,562.4400019999998
2015-10-15,GOOGL,693.02002
2015-10-15,MSFT,47.009998
2015-10-16,AAPL,111.040001
2015-10-16,MSFT,47.509998
2015-10-16,GOOGL,695.320007
2015-10-16,FB,97.540001
2015-10-16,AMZN,570.76001
2015-10-19,GOOGL,699.950012
2015-10-19,MSFT,47.619999
2015-10-19,FB,98.470001
2015-10-19,AAPL,111.730003
2015-10-19,AMZN,573.150024
2015-10-20,GOOGL,680.0
2015-10-20,AMZN,560.880005
2015-10-20,MSFT,47.77
2015-10-20,AAPL,113.769997
2015-10-20,FB,97.0
2015-10-21,MSFT,47.200001
2015-10-21,GOOGL,671.799988
2015-10-21,AAPL,113.760002
2015-10-21,FB,97.110001
2015-10-21,AMZN,555.77002
2015-10-22,AAPL,115.5
2015-10-22,MSFT,48.029999
2015-10-22,GOOGL,681.1400150000002
2015-10-22,AMZN,563.909973
2015-10-22,FB,99.669998
2015-10-23,FB,102.190002
2015-10-23,GOOGL,719.330017
2015-10-23,MSFT,52.869999
2015-10-23,AMZN,599.030029
2015-10-23,AAPL,119.080002
2015-10-26,MSFT,54.25
2015-10-26,FB,103.769997
2015-10-26,AMZN,608.6099849999998
2015-10-26,AAPL,115.279999
2015-10-26,GOOGL,731.119995
2015-10-27,GOOGL,732.820007
2015-10-27,MSFT,53.689999
2015-10-27,AMZN,611.01001
2015-10-27,AAPL,114.550003
2015-10-27,FB,103.699997
2015-10-28,MSFT,53.98
2015-10-28,GOOGL,736.919983
2015-10-28,FB,104.199997
2015-10-28,AAPL,119.269997
2015-10-28,AMZN,617.099976
2015-10-29,AAPL,120.529999
2015-10-29,FB,104.879997
2015-10-29,AMZN,626.549988
2015-10-29,GOOGL,744.849976
2015-10-29,MSFT,53.360001
2015-10-30,FB,101.970001
2015-10-30,AAPL,119.5
2015-10-30,GOOGL,737.3900150000002
2015-10-30,MSFT,52.639999
2015-10-30,AMZN,625.900024
2015-11-02,AMZN,628.349976
2015-11-02,AAPL,121.18
2015-11-02,GOOGL,747.73999
2015-11-02,MSFT,53.240002
2015-11-02,FB,103.309998
2015-11-03,AMZN,625.3099980000002
2015-11-03,AAPL,122.57
2015-11-03,GOOGL,748.820007
2015-11-03,MSFT,54.150002
2015-11-03,FB,102.580002
2015-11-04,GOOGL,755.3099980000002
2015-11-04,AAPL,122.0
2015-11-04,FB,103.940002
2015-11-04,AMZN,640.950012
2015-11-04,MSFT,54.400002
2015-11-05,FB,108.760002
2015-11-05,AAPL,120.919998
2015-11-05,GOOGL,760.669983
2015-11-05,AMZN,655.650024
2015-11-05,MSFT,54.380001
2015-11-06,GOOGL,761.599976
2015-11-06,FB,107.099998
2015-11-06,MSFT,54.919998
2015-11-06,AAPL,121.059998
2015-11-06,AMZN,659.369995
2015-11-09,AMZN,655.48999
2015-11-09,FB,106.489998
2015-11-09,MSFT,54.16
2015-11-09,AAPL,120.57
2015-11-09,GOOGL,754.77002
2015-11-10,MSFT,53.509998
2015-11-10,AMZN,659.679993
2015-11-10,GOOGL,758.26001
2015-11-10,AAPL,116.769997
2015-11-10,FB,107.910004
2015-11-11,GOOGL,765.25
2015-11-11,AMZN,673.25
2015-11-11,FB,109.010002
2015-11-11,AAPL,116.110001
2015-11-11,MSFT,53.650002
2015-11-12,MSFT,53.32
2015-11-12,FB,108.019997
2015-11-12,GOOGL,756.530029
2015-11-12,AAPL,115.720001
2015-11-12,AMZN,665.599976
2015-11-13,GOOGL,740.070007
2015-11-13,MSFT,52.84
2015-11-13,AAPL,112.339996
2015-11-13,AMZN,642.349976
2015-11-13,FB,103.949997
2015-11-16,MSFT,53.77
2015-11-16,AAPL,114.18
2015-11-16,AMZN,647.8099980000002
2015-11-16,GOOGL,750.419983
2015-11-16,FB,104.040001
2015-11-17,MSFT,52.970001
2015-11-17,AAPL,113.690002
2015-11-17,AMZN,643.299988
2015-11-17,GOOGL,745.97998
2015-11-17,FB,105.129997
2015-11-18,GOOGL,760.01001
2015-11-18,AAPL,117.290001
2015-11-18,FB,107.769997
2015-11-18,AMZN,663.539978
2015-11-18,MSFT,53.849998
2015-11-19,MSFT,53.939999
2015-11-19,FB,106.260002
2015-11-19,GOOGL,759.9400019999998
2015-11-19,AMZN,661.27002
2015-11-19,AAPL,118.779999
2015-11-20,AMZN,668.450012
2015-11-20,MSFT,54.189999
2015-11-20,FB,107.32
2015-11-20,AAPL,119.300003
2015-11-20,GOOGL,777.0
2015-11-23,AMZN,678.98999
2015-11-23,AAPL,117.75
2015-11-23,MSFT,54.189999
2015-11-23,GOOGL,776.700012
2015-11-23,FB,106.949997
2015-11-24,AMZN,671.150024
2015-11-24,FB,105.739998
2015-11-24,AAPL,118.879997
2015-11-24,GOOGL,769.630005
2015-11-24,MSFT,54.25
2015-11-25,FB,105.410004
2015-11-25,AMZN,675.340027
2015-11-25,AAPL,118.029999
2015-11-25,MSFT,53.689999
2015-11-25,GOOGL,769.26001
2015-11-27,AAPL,117.809998
2015-11-27,AMZN,673.26001
2015-11-27,FB,105.449997
2015-11-27,MSFT,53.93
2015-11-27,GOOGL,771.969971
2015-11-30,AAPL,118.300003
2015-11-30,GOOGL,762.849976
2015-11-30,FB,104.239998
2015-11-30,MSFT,54.349998
2015-11-30,AMZN,664.799988
2015-12-01,FB,107.120003
2015-12-01,GOOGL,783.789978
2015-12-01,AAPL,117.339996
2015-12-01,MSFT,55.220001
2015-12-01,AMZN,679.0599980000002
2015-12-02,FB,106.07
2015-12-02,GOOGL,777.849976
2015-12-02,AMZN,676.01001
2015-12-02,AAPL,116.279999
2015-12-02,MSFT,55.209999
2015-12-03,GOOGL,768.200012
2015-12-03,AAPL,115.199997
2015-12-03,FB,104.379997
2015-12-03,MSFT,54.200001
2015-12-03,AMZN,666.25
2015-12-04,AMZN,672.6400150000002
2015-12-04,AAPL,119.029999
2015-12-04,MSFT,55.91
2015-12-04,GOOGL,779.210022
2015-12-04,FB,106.18
2015-12-07,AMZN,669.830017
2015-12-07,AAPL,118.279999
2015-12-07,FB,105.610001
2015-12-07,GOOGL,772.98999
2015-12-07,MSFT,55.810001
2015-12-08,AMZN,677.330017
2015-12-08,MSFT,55.790001
2015-12-08,AAPL,118.230003
2015-12-08,FB,106.489998
2015-12-08,GOOGL,775.1400150000002
2015-12-09,MSFT,54.98
2015-12-09,FB,104.599998
2015-12-09,AAPL,115.620003
2015-12-09,GOOGL,762.549988
2015-12-09,AMZN,664.789978
2015-12-10,GOOGL,760.039978
2015-12-10,MSFT,55.27
2015-12-10,AMZN,662.320007
2015-12-10,AAPL,116.169998
2015-12-10,FB,105.419998
2015-12-11,MSFT,54.060001
2015-12-11,AAPL,113.18
2015-12-11,AMZN,640.150024
2015-12-11,FB,102.120003
2015-12-11,GOOGL,750.419983
2015-12-14,AMZN,657.909973
2015-12-14,FB,104.660004
2015-12-14,MSFT,55.139999
2015-12-14,AAPL,112.480003
2015-12-14,GOOGL,762.539978
2015-12-15,FB,104.550003
2015-12-15,GOOGL,760.090027
2015-12-15,MSFT,55.200001
2015-12-15,AMZN,658.6400150000002
2015-12-15,AAPL,110.489998
2015-12-16,MSFT,56.130001
2015-12-16,FB,106.790001
2015-12-16,GOOGL,776.590027
2015-12-16,AAPL,111.339996
2015-12-16,AMZN,675.77002
2015-12-17,AAPL,108.980003
2015-12-17,AMZN,670.650024
2015-12-17,GOOGL,769.830017
2015-12-17,FB,106.220001
2015-12-17,MSFT,55.700001
2015-12-18,MSFT,54.130001
2015-12-18,FB,104.040001
2015-12-18,GOOGL,756.849976
2015-12-18,AAPL,106.029999
2015-12-18,AMZN,664.1400150000002
2015-12-21,MSFT,54.830002
2015-12-21,AAPL,107.330002
2015-12-21,GOOGL,760.799988
2015-12-21,FB,104.769997
2015-12-21,AMZN,664.51001
2015-12-22,AAPL,107.230003
2015-12-22,GOOGL,767.130005
2015-12-22,FB,105.510002
2015-12-22,MSFT,55.349998
2015-12-22,AMZN,663.150024
2015-12-23,MSFT,55.82
2015-12-23,AMZN,663.700012
2015-12-23,AAPL,108.610001
2015-12-23,FB,104.629997
2015-12-23,GOOGL,768.51001
2015-12-24,GOOGL,765.840027
2015-12-24,AAPL,108.029999
2015-12-24,MSFT,55.669998
2015-12-24,AMZN,662.789978
2015-12-24,FB,105.019997
2015-12-28,FB,105.93
2015-12-28,AAPL,106.82
2015-12-28,AMZN,675.200012
2015-12-28,MSFT,55.950001
2015-12-28,GOOGL,782.23999
2015-12-29,MSFT,56.549999
2015-12-29,AAPL,108.739998
2015-12-29,GOOGL,793.960022
2015-12-29,FB,107.260002
2015-12-29,AMZN,693.969971
2015-12-30,AMZN,689.070007
2015-12-30,AAPL,107.32
2015-12-30,GOOGL,790.299988
2015-12-30,FB,106.220001
2015-12-30,MSFT,56.310001
2015-12-31,AAPL,105.260002
2015-12-31,MSFT,55.48
2015-12-31,AMZN,675.8900150000002
2015-12-31,FB,104.660004
2015-12-31,GOOGL,778.01001
2016-01-04,FB,102.220001
2016-01-04,GOOGL,759.4400019999998
2016-01-04,AAPL,105.349998
2016-01-04,MSFT,54.799999
2016-01-04,AMZN,636.98999
2016-01-05,GOOGL,761.530029
2016-01-05,FB,102.730003
2016-01-05,AMZN,633.789978
2016-01-05,MSFT,55.049999
2016-01-05,AAPL,102.709999
2016-01-06,AMZN,632.650024
2016-01-06,MSFT,54.049999
2016-01-06,FB,102.970001
2016-01-06,GOOGL,759.330017
2016-01-06,AAPL,100.699997
2016-01-07,GOOGL,741.0
2016-01-07,AMZN,607.9400019999998
2016-01-07,AAPL,96.449997
2016-01-07,MSFT,52.169998
2016-01-07,FB,97.919998
2016-01-08,AAPL,96.959999
2016-01-08,AMZN,607.049988
2016-01-08,MSFT,52.330002
2016-01-08,FB,97.330002
2016-01-08,GOOGL,730.909973
2016-01-11,AMZN,617.73999
2016-01-11,FB,97.510002
2016-01-11,GOOGL,733.070007
2016-01-11,MSFT,52.299999
2016-01-11,AAPL,98.529999
2016-01-12,MSFT,52.779999
2016-01-12,GOOGL,745.340027
2016-01-12,AMZN,617.8900150000002
2016-01-12,AAPL,99.959999
2016-01-12,FB,99.370003
2016-01-13,GOOGL,719.570007
2016-01-13,MSFT,51.639999
2016-01-13,AMZN,581.8099980000002
2016-01-13,FB,95.440002
2016-01-13,AAPL,97.389999
2016-01-14,MSFT,53.110001
2016-01-14,AMZN,593.0
2016-01-14,FB,98.370003
2016-01-14,AAPL,99.519997
2016-01-14,GOOGL,731.3900150000002
2016-01-15,GOOGL,710.48999
2016-01-15,FB,94.970001
2016-01-15,AAPL,97.129997
2016-01-15,AMZN,570.179993
2016-01-15,MSFT,50.990002
2016-01-19,GOOGL,719.080017
2016-01-19,AMZN,574.47998
2016-01-19,FB,95.260002
2016-01-19,AAPL,96.660004
2016-01-19,MSFT,50.560001
2016-01-20,MSFT,50.790001
2016-01-20,FB,94.349998
2016-01-20,AMZN,571.77002
2016-01-20,AAPL,96.790001
2016-01-20,GOOGL,718.5599980000002
2016-01-21,AAPL,96.300003
2016-01-21,MSFT,50.48
2016-01-21,FB,94.160004
2016-01-21,GOOGL,726.669983
2016-01-21,AMZN,575.02002
2016-01-22,MSFT,52.290001
2016-01-22,FB,97.940002
2016-01-22,GOOGL,745.460022
2016-01-22,AAPL,101.419998
2016-01-22,AMZN,596.380005
2016-01-25,AAPL,99.440002
2016-01-25,MSFT,51.790001
2016-01-25,GOOGL,733.619995
2016-01-25,AMZN,596.530029
2016-01-25,FB,97.010002
2016-01-26,AMZN,601.25
2016-01-26,FB,97.339996
2016-01-26,GOOGL,733.789978
2016-01-26,AAPL,99.989998
2016-01-26,MSFT,52.169998
2016-01-27,AMZN,583.349976
2016-01-27,MSFT,51.220001
2016-01-27,GOOGL,717.580017
2016-01-27,AAPL,93.419998
2016-01-27,FB,94.449997
2016-01-28,GOOGL,748.299988
2016-01-28,MSFT,52.060001
2016-01-28,AAPL,94.089996
2016-01-28,AMZN,635.349976
2016-01-28,FB,109.110001
2016-01-29,AAPL,97.339996
2016-01-29,MSFT,55.09
2016-01-29,AMZN,587.0
2016-01-29,FB,112.209999
2016-01-29,GOOGL,761.349976
2016-02-01,AMZN,574.8099980000002
2016-02-01,AAPL,96.43
2016-02-01,MSFT,54.709999
2016-02-01,FB,115.089996
2016-02-01,GOOGL,770.77002
2016-02-02,AAPL,94.480003
2016-02-02,MSFT,53.0
2016-02-02,FB,114.610001
2016-02-02,AMZN,552.099976
2016-02-02,GOOGL,780.909973
2016-02-03,AMZN,531.070007
2016-02-03,MSFT,52.16
2016-02-03,AAPL,96.349998
2016-02-03,FB,112.690002
2016-02-03,GOOGL,749.380005
2016-02-04,MSFT,52.0
2016-02-04,FB,110.489998
2016-02-04,GOOGL,730.030029
2016-02-04,AMZN,536.26001
2016-02-04,AAPL,96.599998
2016-02-05,MSFT,50.16
2016-02-05,FB,104.07
2016-02-05,AAPL,94.019997
2016-02-05,AMZN,502.130005
2016-02-05,GOOGL,703.76001
2016-02-08,FB,99.75
2016-02-08,GOOGL,704.159973
2016-02-08,AAPL,95.010002
2016-02-08,AMZN,488.100006
2016-02-08,MSFT,49.41
2016-02-09,AAPL,94.989998
2016-02-09,GOOGL,701.02002
2016-02-09,FB,99.540001
2016-02-09,AMZN,482.070007
2016-02-09,MSFT,49.279999
2016-02-10,GOOGL,706.849976
2016-02-10,AAPL,94.269997
2016-02-10,AMZN,490.4800110000001
2016-02-10,MSFT,49.709999
2016-02-10,FB,101.0
2016-02-11,AAPL,93.699997
2016-02-11,AMZN,503.820007
2016-02-11,MSFT,49.689999
2016-02-11,GOOGL,706.3599849999998
2016-02-11,FB,101.910004
2016-02-12,AMZN,507.079987
2016-02-12,FB,102.010002
2016-02-12,AAPL,93.989998
2016-02-12,MSFT,50.5
2016-02-12,GOOGL,706.8900150000002
2016-02-16,FB,101.610001
2016-02-16,AMZN,521.099976
2016-02-16,GOOGL,717.6400150000002
2016-02-16,AAPL,96.639999
2016-02-16,MSFT,51.09
2016-02-17,MSFT,52.419998
2016-02-17,AAPL,98.120003
2016-02-17,AMZN,534.099976
2016-02-17,FB,105.199997
2016-02-17,GOOGL,731.969971
2016-02-18,MSFT,52.189999
2016-02-18,AMZN,525.0
2016-02-18,FB,103.470001
2016-02-18,GOOGL,717.51001
2016-02-18,AAPL,96.260002
2016-02-19,MSFT,51.82
2016-02-19,FB,104.57
2016-02-19,AMZN,534.900024
2016-02-19,AAPL,96.040001
2016-02-19,GOOGL,722.1099849999998
2016-02-22,AMZN,559.5
2016-02-22,MSFT,52.650002
2016-02-22,AAPL,96.879997
2016-02-22,GOOGL,729.049988
2016-02-22,FB,107.160004
2016-02-23,GOOGL,717.289978
2016-02-23,AMZN,552.9400019999998
2016-02-23,AAPL,94.690002
2016-02-23,MSFT,51.18
2016-02-23,FB,105.459999
2016-02-24,FB,106.879997
2016-02-24,AMZN,554.039978
2016-02-24,GOOGL,720.900024
2016-02-24,MSFT,51.360001
2016-02-24,AAPL,96.099998
2016-02-25,MSFT,52.099998
2016-02-25,FB,108.07
2016-02-25,AMZN,555.150024
2016-02-25,GOOGL,729.119995
2016-02-25,AAPL,96.760002
2016-02-26,AAPL,96.910004
2016-02-26,FB,107.919998
2016-02-26,MSFT,51.299999
2016-02-26,AMZN,555.22998
2016-02-26,GOOGL,724.8599849999998
2016-02-29,AAPL,96.690002
2016-02-29,AMZN,552.52002
2016-02-29,GOOGL,717.219971
2016-02-29,MSFT,50.880001
2016-02-29,FB,106.919998
2016-03-01,AMZN,579.039978
2016-03-01,MSFT,52.580002
2016-03-01,FB,109.82
2016-03-01,AAPL,100.529999
2016-03-01,GOOGL,742.169983
2016-03-02,AAPL,100.75
2016-03-02,MSFT,52.950001
